original id,id,Address,Response_Address,Response_X,Response_Y
474,125,臺北市萬華區和平西路三段382巷2弄1~30號,,,
479,126,臺北市大安區建國南路二段79巷1~30號,,,
485,127,臺北市文山區木新路二段1~30號,,,
486,128,臺北市大安區延吉街211~240號,,,
495,129,臺北市北投區東華街一段361~390號,,,
496,130,臺北市北投區溫泉路68巷6弄1~30號,,,
501,131,臺北市士林區天母東路61~90號,,,
502,132,臺北市信義區信義路五段150巷451~480號,,,
503,133,臺北市南港區成福路26巷2弄1~30號,,,
506,134,臺北市南港區同德路31~60號,,,
514,135,臺北市中山區新生北路三段61~90號,,,
515,136,臺北市中山區松江路421~450號,,,
516,137,臺北市中山區松江路391~420號,,,
517,138,臺北市中山區松江路391~420號,,,
518,139,臺北市中山區松江路391~420號,,,
519,140,臺北市中山區松江路391~420號,,,
520,141,臺北市中山區松江路391~420號,,,
521,142,臺北市中山區林森北路631~660號,,,
526,143,臺北市中山區雙城街49巷1~30號,,,
527,144,臺北市內湖區民權東路六段180巷151~180號,,,
528,145,臺北市大同區延平北路一段31~60號,,,
531,146,臺北市萬華區內江街61~90號,,,
537,147,臺北市中正區金山南路一段31~60號,,,
538,148,臺北市大同區歸綏街160巷1~30號,,,
542,149,臺北市文山區萬寧街2巷1~30號,,,
548,150,臺北市文山區羅斯福路四段211~240號,,,
551,151,臺北市文山區試院路31~60號,,,
556,152,臺北市大同區延平北路一段31~60號,,,
559,153,臺北市萬華區環河南路一段61~90號,,,
563,154,臺北市內湖區環山路三段1~30號,,,
565,155,臺北市中山區新生北路三段1~30號,,,
566,156,臺北市中山區林森北路571~600號,,,
568,157,臺北市中山區中山北路三段1~30號,,,
570,158,臺北市中山區建國北路二段1~30號,,,
573,159,臺北市內湖區文德路66巷32弄1~30號,,,
574,160,臺北市中山區新生北路二段62巷31~60號,,,
575,161,臺北市中山區林森北路119巷61~90號,,,
579,162,臺北市中山區雙城街3巷1~30號,,,
580,163,臺北市中山區堤頂大道二段246巷1~30號,,,
581,164,臺北市中山區復興北路151~180號,,,
587,165,臺北市松山區八德路三段12巷17弄1~30號,,,
590,166,臺北市信義區永吉路61~90號,,,
593,167,臺北市信義區松勤街91~120號,,,
594,168,臺北市信義區吳興街600巷76弄61~90號,,,
598,169,臺北市北投區知行路316巷20弄1~30號,,,
605,170,臺北市北投區榮華一路2巷1~30號,,,
606,171,臺北市北投區開明街31~60號,,,
607,172,臺北市士林區天母西路1~30號,,,
642,173,臺北市士林區社正路17巷1~30號,,,
652,174,臺北市大安區師大路121~150號,,,
654,175,臺北市中正區廈門街81巷1~30號,,,
655,176,臺北市中正區南昌路一段91~120號,,,
658,177,臺北市大安區復興南路二段90巷1~30號,,,
662,178,臺北市中正區連雲街31~60號,,,
666,179,臺北市內湖區東湖路33巷1~30號,,,
667,180,臺北市內湖區陽光街92巷1~30號,,,
670,181,臺北市信義區光復南路415巷151~180號,,,
673,182,臺北市信義區松智路31~60號,,,
675,183,臺北市士林區天母西路1~30號,,,
679,184,臺北市大安區延吉街137巷7弄1~30號,,,
681,185,臺北市大安區忠孝東路四段31~60號,,,
682,186,臺北市大安區敦化南路二段151~180號,,,
684,187,臺北市大安區復興南路一段331~360號,,,
690,188,臺北市中山區中山北路一段121巷31~60號,,,
691,189,臺北市中山區龍江路65巷1~30號,,,
692,190,臺北市內湖區金龍路181~210號,,,
695,191,臺北市中山區新生北路三段11巷31~60號,,,
697,192,臺北市中正區杭州南路一段18巷1~30號,,,
701,193,臺北市大安區和平東路二段331~360號,,,
702,194,臺北市大安區敦化南路一段271~300號,,,
704,195,臺北市大安區瑞安街208巷31~60號,,,
705,196,臺北市文山區福興路95巷1~30號,,,
757,197,臺北市松山區民生東路五段69巷2弄1~30號,,,
758,198,臺北市內湖區安泰街114巷31~60號,,,
759,199,臺北市內湖區安泰街114巷1~30號,,,
761,200,臺北市內湖區新豐街61~90號,,,
762,201,臺北市內湖區內湖路二段331~360號,,,
763,202,臺北市中山區撫順街41巷1~30號,,,
768,203,臺北市中山區新生北路三段1~30號,,,
770,204,臺北市內湖區行善路281巷19弄1~30號,,,
771,205,臺北市內湖區成功路二段301~330號,,,
781,206,臺北市大同區承德路三段208巷1~30號,,,
783,207,臺北市萬華區昆明街201巷1~30號,,,
786,208,臺北市大同區長安西路271~300號,,,
790,209,臺北市文山區忠順街二段1~30號,,,
794,210,臺北市文山區試院路151~180號,,,
798,211,臺北市文山區景興路177巷1~30號,,,
806,212,臺北市大同區延平北路四段1~30號,,,
808,213,臺北市萬華區桂林路91~120號,,,
811,214,臺北市中山區民生東路一段1~30號,,,
816,215,臺北市中山區松江路160巷1~30號,,,
818,216,臺北市內湖區民權東路六段180巷151~180號,,,
820,217,臺北市內湖區民權東路六段190巷61弄1~30號,,,
822,218,臺北市中山區長安東路二段91~120號,,,
824,219,臺北市南港區舊莊街一段145巷6弄31~60號,,,
833,220,臺北市士林區中山北路六段419巷1~30號,,,
844,221,臺北市北投區中山路1~30號,,,
845,222,臺北市士林區承德路四段31~60號,,,
846,223,臺北市北投區行義路170巷1~30號,,,
850,224,臺北市士林區中山北路七段190巷26弄1~30號,,,
852,225,臺北市士林區中山北路七段114巷61~90號,,,
853,226,臺北市士林區雨農路32巷1~30號,,,
890,227,臺北市大安區和平東路三段391~420號,,,
896,228,臺北市大同區延平北路二段181~210號,,,
900,229,臺北市中山區林森北路557巷1~30號,,,
905,230,臺北市大安區羅斯福路三段283巷14弄1~30號,,,
907,231,臺北市大安區信義路三段31巷1~30號,,,
910,232,臺北市大安區大安路二段31~60號,,,
912,233,臺北市士林區葫蘆街54巷1~30號,,,
913,234,臺北市信義區莊敬路178巷1~30號,,,
915,235,臺北市內湖區成功路五段31~60號,,,
917,236,臺北市中山區撫順街41巷1~30號,,,
918,237,臺北市內湖區康寧路三段99巷39弄61~90號,,,
919,238,臺北市中山區中原街1~30號,,,
922,239,臺北市大安區光復南路391~420號,,,
925,240,臺北市大安區和平東路二段36巷1~30號,,,
927,241,臺北市文山區指南路三段77巷1~30號,,,
928,242,臺北市文山區忠順街二段31~60號,,,
964,243,臺北市北投區磺港路121~150號,,,
966,244,臺北市北投區行義路170巷27弄1~30號,,,
972,245,臺北市北投區石牌路二段315巷34弄1~30號,,,
974,246,臺北市士林區承德路四段181~210號,,,
982,247,臺北市信義區松仁路228巷9弄1~30號,,,
984,248,臺北市信義區吳興街220巷1~30號,,,
986,249,臺北市南港區玉成街225巷1~30號,,,
987,250,臺北市信義區基隆路二段121~150號,,,
988,251,臺北市信義區忠孝東路五段372巷27弄31~60號,,,
990,252,臺北市中山區新生北路二段31~60號,,,
992,253,臺北市中山區中山北路一段105巷1~30號,,,
996,254,臺北市中山區錦州街1~30號,,,
997,255,臺北市內湖區民權東路六段180巷1~30號,,,
1001,256,臺北市萬華區漢中街1~30號,,,
1003,257,臺北市萬華區昆明街96巷1~30號,,,
1005,258,臺北市萬華區康定路31~60號,,,
1006,259,臺北市中正區杭州南路一段11巷1~30號,,,
1008,260,臺北市文山區萬壽路61~90號,,,
1011,261,臺北市文山區萬芳路105巷31~60號,,,
1014,262,臺北市文山區興隆路三段112巷2弄1~30號,,,
1021,263,臺北市中正區廈門街113巷1~30號,,,
1022,264,臺北市中正區廈門街113巷1~30號,,,
1024,265,臺北市中正區同安街101巷1~30號,,,
1025,266,臺北市中正區?門街81巷1~30號,,,
1029,267,臺北市大同區長安西路241~270號,,,
1031,268,臺北市萬華區桂林路4巷1~30號,,,
1032,269,臺北市萬華區成都路151~180號,,,
1035,270,臺北市萬華區洛陽街31~60號,,,
1036,271,臺北市大同區寧夏路31~60號,,,
1037,272,臺北市中山區明水路631~660號,,,
1038,273,臺北市中山區八德路二段174巷9弄1~30號,,,
1039,274,臺北市內湖區內湖路二段331~360號,,,
1041,275,臺北市南港區研究院路三段1~30號,,,
1043,276,臺北市松山區八德路四段421~450號,,,
1047,277,臺北市松山區八德路四段751~780號,,,
1048,278,臺北市內湖區南京東路六段241~270號,,,
1049,279,臺北市內湖區南京東路六段241~270號,,,
1053,280,臺北市北投區新興路64巷1~30號,,,
1055,281,臺北市士林區光明路241~270號,,,
1064,282,臺北市松山區延壽街330巷1~30號,,,
1100,283,臺北市大安區潮州街121~150號,,,
1101,284,臺北市大安區通化街190巷1~30號,,,
1103,285,臺北市信義區嘉興街175巷2弄1~30號,,,
1108,286,臺北市大安區和平東路三段308巷31~60號,,,
1109,287,臺北市大安區師大路105巷1~30號,,,
1112,288,臺北市北投區溫泉路65巷1~30號,,,
1121,289,臺北市萬華區中華路二段498巷1~30號,,,
1122,290,臺北市萬華區長泰街59巷1~30號,,,
1123,291,臺北市中山區新生北路一段91~120號,,,
1125,292,臺北市內湖區成功路五段1~30號,,,
1127,293,臺北市中山區台北市中山區中山北路一段61~90號,,,
1131,294,臺北市中山區合江街94巷1~30號,,,
1132,295,臺北市大安區仁愛路三段5巷1弄31~60號,,,
1134,296,臺北市大安區仁愛路四段27巷28弄1~30號,,,
1135,297,臺北市大安區敦化南路一段160巷1~30號,,,
1138,298,臺北市大安區市民大道四段211~240號,,,
1142,299,臺北市文山區興隆路三段185巷3弄1~30號,,,
1146,300,臺北市士林區天母西路41巷1~30號,,,
1169,301,臺北市北投區永興路二段31~60號,,,
1177,302,臺北市北投區東華街一段361~390號,,,
1179,303,臺北市北投區東華街一段361~390號,,,
1182,304,臺北市南港區南港路二段178巷1~30號,,,
1191,305,臺北市中山區長春路61~90號,,,
1193,306,臺北市中山區中山北路二段77巷1~30號,,,
1196,307,臺北市中山區民生西路45巷11弄1~30號,,,
1214,308,臺北市內湖區陽光街68巷61~90號,,,
1218,309,臺北市萬華區洛陽街31~60號,,,
1220,310,臺北市大同區延平北路二段247巷1~30號,,,
1231,311,臺北市文山區羅斯福路五段218巷38弄1~30號,,,
1236,312,臺北市中正區汀州路三段151~180號,,,
1239,313,臺北市中正區晉江街31~60號,,,
1246,314,臺北市文山區萬利街30巷1~30號,,,
1250,315,臺北市萬華區昆明街31~60號,,,
1251,316,臺北市萬華區環河南路一段61~90號,,,
1252,317,臺北市大同區延平北路一段61~90號,,,
1253,318,臺北市萬華區康定路211~240號,,,
1254,319,臺北市中正區臨沂街27巷1~30號,,,
1256,320,臺北市萬華區柳州街1~30號,,,
1259,321,臺北市萬華區長順街1~30號,,,
1261,322,臺北市中山區八德路二段61~90號,,,
1264,323,臺北市內湖區康寧路三段189巷61~90號,,,
1267,324,臺北市內湖區大湖街160巷18弄1~30號,,,
1268,325,臺北市內湖區內湖路三段60巷12弄61~90號,,,
1275,326,臺北市內湖區成功路四段61~90號,,,
1278,327,臺北市內湖區新豐街31~60號,,,
1280,328,臺北市信義區信義路五段91巷12弄1~30號,,,
1282,329,臺北市信義區福德街300巷43弄1~30號,,,
1296,330,臺北市北投區新民路1巷1~30號,,,
1304,331,臺北市士林區德行東路332巷1~30號,,,
1305,332,臺北市北投區行義路146巷31~60號,,,
1318,333,臺北市內湖區康樂街111巷1弄1~30號,,,
1319,334,臺北市中山區新生北路三段61~90號,,,
1320,335,臺北市中山區松江路170巷1~30號,,,
1325,336,臺北市南港區南港路二段38巷1~30號,,,
1327,337,臺北市大安區復興南路一段253巷1~30號,,,
1328,338,臺北市大安區潮州街26巷1~30號,,,
1331,339,臺北市大安區通化街123巷36弄1~30號,,,
1337,340,臺北市松山區八德路三段91~120號,,,
1344,341,臺北市中正區新生南路一段132巷6弄1~30號,,,
1345,342,臺北市萬華區昆明街181~210號,,,
1351,343,臺北市大安區樂業街79巷1~30號,,,
1358,344,臺北市北投區懷德街14巷1~30號,,,
1361,345,臺北市松山區南京東路五段91~120號,,,
1368,346,臺北市士林區福華路181~210號,,,
1379,347,臺北市信義區吳興街600巷76弄91~120號,,,
1381,348,臺北市南港區研究院路三段1~30號,,,
1386,349,臺北市信義區富陽街91~120號,,,
1387,350,臺北市中山區復興北路391~420號,,,
1388,351,臺北市內湖區內湖路三段61~90號,,,
1389,352,臺北市內湖區內湖路一段691巷1~30號,,,
1390,353,臺北市內湖區內湖路一段691巷1~30號,,,
1395,354,臺北市內湖區安泰街56巷1~30號,,,
1398,355,臺北市中山區德惠街1~30號,,,
1400,356,臺北市內湖區新豐街61~90號,,,
1405,357,臺北市大同區民生西路241~270號,,,
1410,358,臺北市文山區興德路20巷31~60號,,,
1411,359,臺北市文山區三福街61~90號,,,
1412,360,臺北市文山區試院路1~30號,,,
1416,361,臺北市中正區廈門街113巷1~30號,,,
1417,362,臺北市文山區興隆路四段8巷1~30號,,,
1418,363,臺北市文山區羅斯福路五段97巷1~30號,,,
1424,364,臺北市中正區三元街211~240號,,,
1425,365,臺北市萬華區西藏路91~120號,,,
1426,366,臺北市大同區民生西路91~120號,,,
1430,367,臺北市萬華區環河南路一段61~90號,,,
1434,368,臺北市萬華區水源路181~210號,,,
1437,369,臺北市中山區松江路391~420號,,,
1441,370,臺北市中山區松江路391~420號,,,
1442,371,臺北市中山區松江路391~420號,,,
1443,372,臺北市內湖區民權東路六段190巷117弄31~60號,,,
1451,373,臺北市中山區林森北路91~120號,,,
1452,374,臺北市中山區新生北路三段56巷1~30號,,,
1453,375,臺北市中山區松江路391~420號,,,
1454,376,臺北市中山區松江路391~420號,,,
1455,377,臺北市中山區松江路391~420號,,,
1456,378,臺北市中山區松江路391~420號,,,
1457,379,臺北市中山區松江路391~420號,,,
1458,380,臺北市中山區松江路391~420號,,,
1459,381,臺北市中山區松江路391~420號,,,
1461,382,臺北市中山區龍江路120巷1~30號,,,
1463,383,臺北市內湖區康寧路三段165巷23弄1~30號,,,
1464,384,臺北市內湖區內湖路三段61~90號,,,
1466,385,臺北市中山區長安東路二段31~60號,,,
1471,386,臺北市信義區吳興街600巷76弄121~150號,,,
1477,387,臺北市士林區天母北路4巷1~30號,,,
1481,388,臺北市北投區中山北路七段219巷3弄91~120號,,,
1483,389,臺北市南港區三重路41巷31~60號,,,
1490,390,臺北市北投區磺港路121~150號,,,
1493,391,臺北市大安區敦化南路二段91~120號,,,
1494,392,臺北市大安區和平東路三段464巷1~30號,,,
1496,393,臺北市大安區大安路一段96巷1~30號,,,
1499,394,臺北市大安區瑞安街208巷31~60號,,,
1501,395,臺北市內湖區成功路四段301~330號,,,
1502,396,臺北市大同區歸綏街181~210號,,,
1504,397,臺北市萬華區西昌街211~240號,,,
1505,398,臺北市萬華區西昌街211~240號,,,
1509,399,臺北市士林區華齡街185巷1~30號,,,
1510,400,臺北市信義區松隆路121~150號,,,
1511,401,臺北市信義區信義路六段26巷1~30號,,,
1518,402,臺北市北投區振興街1~30號,,,
1522,403,臺北市中山區建國北路一段31~60號,,,
1523,404,臺北市內湖區康寧路一段181~210號,,,
1525,405,臺北市萬華區桂林路1~30號,,,
1526,406,臺北市大安區忠孝東路三段248巷19弄31~60號,,,
1527,407,臺北市大安區四維路170巷31~60號,,,
1528,408,臺北市大安區四維路170巷31~60號,,,
1533,409,臺北市大安區和平東路二段96巷1~30號,,,
1548,410,臺北市松山區八德路三段106巷91~120號,,,
1549,411,臺北市南港區重陽路190巷6弄1~30號,,,
1550,412,臺北市南港區經貿二路235巷31~60號,,,
1552,413,臺北市北投區明德路91~120號,,,
1553,414,臺北市北投區文林北路211~240號,,,
1554,415,臺北市北投區尊賢街249巷1~30號,,,
1555,416,臺北市士林區中山北路七段82巷10弄1~30號,,,
1568,417,臺北市南港區研究院路二段61~90號,,,
1572,418,臺北市中山區農安街1~30號,,,
1573,419,臺北市內湖區成功路四段30巷31~60號,,,
1574,420,臺北市內湖區民權東路六段206巷61~90號,,,
1575,421,臺北市中山區松江路421~450號,,,
1576,422,臺北市中山區松江路391~420號,,,
1577,423,臺北市中山區松江路391~420號,,,
1578,424,臺北市內湖區康寧路三段189巷141弄31~60號,,,
1579,425,臺北市中山區新生北路三段56巷1~30號,,,
1580,426,臺北市中山區敬業三路162巷121~150號,,,
1587,427,臺北市中山區松江路100巷1~30號,,,
1588,428,臺北市內湖區內溝里康樂街201巷1~30號,,,
1589,429,臺北市內湖區內溝里康樂街201巷1~30號,,,
1593,430,臺北市萬華區成都路121~150號,,,
1601,431,臺北市萬華區成都路121~150號,,,
1605,432,臺北市萬華區成都路121~150號,,,
1611,433,臺北市萬華區成都路121~150號,,,
1615,434,臺北市萬華區成都路121~150號,,,
1619,435,臺北市萬華區成都路121~150號,,,
1621,436,臺北市萬華區成都路121~150號,,,
1634,437,臺北市萬華區和平西路三段301~330號,,,
1639,438,臺北市文山區仙岩路16巷61~90號,,,
1645,439,臺北市文山區政大一街241~270號,,,
1646,440,臺北市中正區水源路27巷1~30號,,,
1649,441,臺北市中正區南海路31~60號,,,
1652,442,臺北市文山區萬盛街166巷1~30號,,,
1656,443,臺北市文山區木柵路一段378巷1~30號,,,
1659,444,臺北市中正區水源路61~90號,,,
1660,445,臺北市文山區木新路二段121~150號,,,
1664,446,臺北市萬華區青年路152巷1~30號,,,
1667,447,臺北市內湖區成功路二段317巷1~30號,,,
1671,448,臺北市內湖區民權東路六段190巷21弄31~60號,,,
1676,449,臺北市內湖區成功路二段273巷1~30號,,,
1678,450,臺北市內湖區內湖路二段253巷31~60號,,,
1685,451,臺北市中山區林森北路119巷61~90號,,,
1690,452,臺北市南港區興南街64巷6弄1~30號,,,
1693,453,臺北市北投區溫泉路61~90號,,,
1695,454,臺北市士林區承德路四段181~210號,,,
1699,455,臺北市北投區實踐街1~30號,,,
1702,456,臺北市信義區忠孝東路五段361~390號,,,
1714,457,臺北市文山區樟新街48巷1~30號,,,
1723,458,臺北市士林區中山北路七段114巷31~60號,,,
1725,459,臺北市北投區大度路三段301巷28弄1~30號,,,
1730,460,臺北市大安區辛亥路三段157巷1~30號,,,
1732,461,臺北市士林區後港街28巷1~30號,,,
1733,462,臺北市信義區基隆路二段39巷8弄1~30號,,,
1736,463,臺北市南港區重陽路451~480號,,,
1738,464,臺北市北投區大度路三段271~300號,,,
1740,465,臺北市士林區中山北路七段141巷14弄1~30號,,,
1741,466,臺北市中山區中山北路二段77巷1~30號,,,
1744,467,臺北市中山區德惠街1~30號,,,
1746,468,臺北市內湖區康寧路三段56巷31~60號,,,
1747,469,臺北市大同區環河北路二段223巷1~30號,,,
1748,470,臺北市中正區仁愛路一段31~60號,,,
1751,471,臺北市大安區忠孝東路三段248巷19弄31~60號,,,
1752,472,臺北市大安區民輝里建國南路一段31~60號,,,
1754,473,臺北市大安區敦化南路二段1~30號,,,
1756,474,臺北市大安區復興南路二段180巷1~30號,,,
1763,475,臺北市松山區基隆路一段1~30號,,,
1766,476,臺北市信義區忠孝東路五段236巷31~60號,,,
1768,477,臺北市南港區園區街1~30號,,,
1769,478,臺北市北投區致遠二路96巷2弄1~30號,,,
1779,479,臺北市士林區中山北路六段290巷29弄1~30號,,,
1785,480,臺北市中山區林森北路571~600號,,,
1786,481,臺北市中山區新生北路一段61~90號,,,
1788,482,臺北市中山區新生北路三段82巷31~60號,,,
1791,483,臺北市中山區新生北路二段62巷31~60號,,,
1794,484,臺北市內湖區行善路31~60號,,,
1795,485,臺北市中山區南京東路一段91~120號,,,
1802,486,臺北市中山區林森北路571~600號,,,
1803,487,臺北市內湖區內湖路二段253巷31~60號,,,
1805,488,臺北市萬華區和平西路三段361~390號,,,
1807,489,臺北市萬華區東園街121~150號,,,
1808,490,臺北市大同區延平北路二段247巷1~30號,,,
1809,491,臺北市大同區民權西路121~150號,,,
1814,492,臺北市萬華區昆明街31~60號,,,
1815,493,臺北市萬華區昆明街31~60號,,,
1818,494,臺北市萬華區昆明街31~60號,,,
1819,495,臺北市中正區臨沂街71巷19弄1~30號,,,
1820,496,臺北市萬華區昆明街31~60號,,,
1821,497,臺北市萬華區昆明街31~60號,,,
1822,498,臺北市萬華區昆明街31~60號,,,
1825,499,臺北市中正區南昌路一段121~150號,,,
1826,500,臺北市文山區溪口街66巷6弄1~30號,,,
1828,501,臺北市文山區興隆路三段207巷5弄1~30號,,,
1829,502,臺北市文山區景興路137巷1~30號,,,
1839,503,臺北市萬華區昆明街31~60號,,,
1842,504,臺北市中正區北平東路1~30號,,,
1843,505,臺北市大同區昌吉街61巷9弄1~30號,,,
1847,506,臺北市萬華區漢口街二段61~90號,,,
1858,507,臺北市中山區新生北路二段28巷1~30號,,,
1860,508,臺北市中山區中山北路一段91~120號,,,
1861,509,臺北市內湖區新豐街61~90號,,,
1863,510,臺北市中山區遼寧街209巷1~30號,,,
1864,511,臺北市內湖區內湖路三段191巷1~30號,,,
1865,512,臺北市內湖區民權東路六段296巷91~120號,,,
1867,513,臺北市內湖區大湖山莊街151巷1~30號,,,
1869,514,臺北市中山區新生北路三段82巷1~30號,,,
1870,515,臺北市中山區松江路391~420號,,,
1871,516,臺北市中山區松江路421~450號,,,
1872,517,臺北市中山區松江路391~420號,,,
1880,518,臺北市士林區德行東路90巷27弄1~30號,,,
1887,519,臺北市北投區承德路七段232巷1~30號,,,
1889,520,臺北市士林區永平街9巷1~30號,,,
1897,521,臺北市南港區向陽路120巷1~30號,,,
1914,522,臺北市北投區中山北路七段219巷3弄151~180號,,,
1925,523,臺北市大同區延平北路一段31~60號,,,
1926,524,臺北市內湖區成功路五段450巷1~30號,,,
1927,525,臺北市內湖區內湖路二段481~510號,,,
1928,526,臺北市內湖區康寧路一段271~300號,,,
